symbol,date,open,close,low,high,volume,market_cap
KCS,2018-02-14T00:00:00.000Z,5.4233798981,5.7153701782,5.422729969,5.8702001572,1942250.0,520344865.279
KCS,2018-02-15T00:00:00.000Z,5.7203698158,5.9816198349,5.6239900589,6.2746601105,2354440.0,544585084.264
KCS,2018-02-16T00:00:00.000Z,5.9623398781,5.8216099739,5.7400698662,6.0271701813,1550640.0,530017281.673
KCS,2018-02-17T00:00:00.000Z,5.8463001251,5.7623000145,5.6136898994,6.0002698898,2200560.0,524617516.835
KCS,2018-02-18T00:00:00.000Z,5.7176299095,5.4749898911,5.3971800804,5.880300045,1571020.0,498459930.67
KCS,2018-02-19T00:00:00.000Z,5.4566001892,5.1825299263,4.6676301956,5.6090497971,2572470.0,471833472.663
KCS,2018-02-20T00:00:00.000Z,5.1866998672,4.4277300835,4.3871297836,5.3230700493,2349610.0,403114158.898
KCS,2018-02-21T00:00:00.000Z,4.4916300774,4.4260802269,4.2631998062,4.7801599503,1514640.0,402963937.822
KCS,2018-02-22T00:00:00.000Z,4.4191198349,4.2048897743,4.026239872,4.4668197632,1014280.0,382826119.842
KCS,2018-02-23T00:00:00.000Z,4.2020602226,4.6599302292,4.0821099281,4.6651501656,1280880.0,424254361.145
KCS,2018-02-24T00:00:00.000Z,4.6566500664,4.336689949,4.2584400177,4.8030900955,996396.0,394825597.259
KCS,2018-02-25T00:00:00.000Z,4.3246798515,4.6073498726,4.2962198257,4.7536101341,1311710.0,419467316.209
KCS,2018-02-26T00:00:00.000Z,4.6258702278,4.6598300934,4.349750042,4.7940101624,1245080.0,424245256.837
KCS,2018-02-27T00:00:00.000Z,4.6506500244,4.4398999214,4.3792600632,4.7072200775,1252560.0,404222153.133
KCS,2018-02-28T00:00:00.000Z,4.4286198616,4.190489769,4.1298098564,4.5465898514,996470.0,381515099.548
KCS,2018-03-01T00:00:00.000Z,4.1868600845,4.240170002,4.1237301826,4.2854199409,882486.0,386038119.563
KCS,2018-03-02T00:00:00.000Z,4.2600698471,4.1577100754,4.1033101082,4.3347997665,782108.0,378530707.516
KCS,2018-03-03T00:00:00.000Z,4.1522898674,3.6744000912,3.5968799591,4.2804398537,1527700.0,334528678.455
KCS,2018-03-04T00:00:00.000Z,3.657130003,3.8625900745,3.635010004,4.0914001465,1574810.0,351662074.927
KCS,2018-03-05T00:00:00.000Z,3.8557500839,3.6905500889,3.6537799835,3.957679987,725553.0,335999024.132
KCS,2018-03-06T00:00:00.000Z,3.7170701027,3.2536399364,3.2229700089,3.7430000305,1029180.0,296221393.797
KCS,2018-03-07T00:00:00.000Z,3.2567400932,3.2175400257,2.8643100262,3.4327499866,1121250.0,292934738.753
KCS,2018-03-08T00:00:00.000Z,3.198980093,3.0817799568,3.0225598812,3.3315000534,737088.0,280574730.756
KCS,2018-03-09T00:00:00.000Z,3.0669600964,3.1445798874,2.7826800346,3.1671800613,870636.0,286292235.928
KCS,2018-03-10T00:00:00.000Z,3.1368598938,3.0670900345,3.029419899,3.3857600689,680675.0,279237307.969
KCS,2018-03-11T00:00:00.000Z,3.0653800964,3.2537500858,2.9625799656,3.4148700237,604099.0,296231408.535
KCS,2018-03-12T00:00:00.000Z,3.2487900257,3.3758900166,3.1111299992,3.4873900414,581518.0,307351409.838
KCS,2018-03-13T00:00:00.000Z,3.3588600159,3.2817599773,3.196269989,3.4239399433,668130.0,298781525.094
KCS,2018-03-14T00:00:00.000Z,3.2838599682,2.7773299217,2.7061300278,3.3715600967,1031570.0,252856666.267
KCS,2018-03-15T00:00:00.000Z,2.7963600159,2.6575899124,2.2586901188,2.8123300076,1250360.0,241955168.347
